wave	rownum	serial	area	screen42	attden	attgen	attlst1	attlst2	attlst3	attscn	attapp	attdis	atttpt	attjny	attpay	attrx1	attrx2	attrx3	timfin
1	5	51001L	1	2	3	3	5	1	09	1	2	5	2	1	1	2	 	 	1545
1	5	51002M	1	1	 	4	9	 	 	2	 	 	 	 	 	1	06	2	1335
1	5	51003N	1	2	3	3	8	1	09	2	 	 	 	 	 	1	09	2	1110
1	5	51005Q	1	2	3	3	6	1	09	2	 	 	 	 	 	1	09	2	1035
1	5	51006R	1	1	 	3	6	1	09	2	 	 	 	 	 	3	 	 	1155
1	5	51007S	1	1	 	2	2	1	0608	1	2	2	2	1	3	3	 	 	1000
1	5	51008T	1	2	3	3	0	 	 	2	 	 	 	 	 	3	 	 	1055
1	5	51009V	1	1	 	3	6	1	0609	2	 	 	 	 	 	3	 	 	1440
1	5	51010W	1	1	 	3	4	1	01	1	2	2	1	1	1	1	01	2	1055
1	5	51013Z	8	2	3	1	2	2	 	1	2	5	3	1	3	1	08	2	1535
1	5	51014A	8	1	 	4	8	2	 	2	 	 	 	 	 	2	 	 	1436
1	5	51015B	8	2	3	3	2	1	08	1	2	4	3	1	3	2	 	 	1616
1	5	51016C	8	2	1	4	7	1	04	2	 	 	 	 	 	2	 	 	1151
1	5	51017D	8	2	3	4	6	1	08	2	 	 	 	 	 	2	 	 	1058
1	5	51018E	8	2	3	3	1	1	0709	1	2	1	1	1	3	1	08	1	1244
1	5	51020G	9	2	3	3	6	1	08	2	 	 	 	 	 	1	08	2	1150
1	5	51021H	9	2	3	4	0	 	 	2	 	 	 	 	 	2	 	 	1415
1	5	51023K	9	1	 	2	4	2	 	1	2	1	8	1	1	2	 	 	1100
1	5	51024L	9	2	3	3	3	1	09	1	2	0	 	 	1	2	 	 	1507
1	5	51025M	9	2	4	3	7	1	07	2	 	 	 	 	 	1	07	2	1215
1	5	51026N	9	1	 	3	5	1	0306	1	2	1	1	1	3	1	07	2	1535
1	5	51027P	9	1	 	3	6	1	09	2	 	 	 	 	 	1	01	2	1625
1	5	51028Q	9	2	1	2	1	1	09	1	2	0	 	 	1	2	 	 	1035
1	5	51029R	16	1	 	4	7	1	0504	2	 	 	 	 	 	2	 	 	1335
1	5	51030S	16	1	 	1	2	2	 	1	2	1	4	1	1	2	 	 	1025
1	5	51031T	16	2	3	4	8	1	09	2	 	 	 	 	 	2	 	 	1120
1	5	51034X	16	1	 	1	1	2	 	1	2	2	4	2	3	2	 	 	1715
1	5	51035Y	16	1	 	 	1	2	 	1	2	1	1	1	3	1	05	1	1545
1	5	51036Z	16	1	 	1	2	2	 	1	2	0	 	 	1	3	 	 	1615
1	5	51037A	16	1	 	3	5	1	03	1	2	2	1	1	3	2	 	 	1440
1	5	51038B	16	2	8	3	2	1	07	1	2	1	3	1	1	2	 	 	1120
1	5	51039C	16	2	2	3	7	1	02	2	 	 	 	 	 	2	 	 	1225
1	5	51040D	17	2	1	3	6	1	0709	2	 	 	 	 	 	2	 	 	1507
1	5	51041E	17	2	3	3	1	1	08	1	2	5	4	1	1	2	 	 	1515
1	5	51042F	17	1	 	2	1	2	 	1	2	3	2	1	3	2	 	 	940
1	5	51043G	17	2	3	3	5	1	0306	1	2	3	4	2	1	2	 	 	1250
1	5	51044H	17	2	3	3	6	1	0709	2	 	 	 	 	 	2	 	 	1240
1	5	51045J	17	1	 	1	1	2	 	1	2	3	2	2	1	2	 	 	1620
1	5	51046K	17	1	 	3	6	1	0509	2	 	 	 	 	 	1	0306	2	940
1	5	51047L	17	1	 	3	7	1	08	2	 	 	 	 	 	1	0108	2	1115
1	5	51049N	17	2	3	3	4	1	070609	1	2	3	4	1	1	2	 	 	1600
1	5	51050P	17	1	 	1	1	2	 	1	2	4	4	1	1	2	 	 	1130
1	5	51051Q	24	2	3	3	7	1	09	2	 	 	 	 	 	1	09	2	1505
1	5	51052R	24	1	 	4	4	2	 	1	2	6	6	3	3	1	0506	2	1505
1	5	51053S	24	2	2	4	6	1	0709	2	 	 	 	 	 	2	 	 	1032
1	5	51054T	24	2	4	4	6	1	0809	2	 	 	 	 	 	2	 	 	1155
1	5	51055V	24	1	 	4	6	1	08	2	 	 	 	 	 	1	0906	2	1305
1	5	51056W	24	1	 	4	6	1	06	2	 	 	 	 	 	1	0608	2	1142
1	5	51057X	24	1	 	1	1	2	 	1	2	1	1	1	3	3	 	 	1116
1	5	51058Y	25	1	 	1	2	2	 	1	1	2	2	1	3	1	01	2	1140
1	5	51059Z	25	1	 	1	1	1	04	1	2	2	3	1	3	2	 	 	1615
1	5	51060A	25	1	 	3	6	2	 	2	 	 	 	 	 	1	04	2	1115
1	5	51061B	25	1	 	4	7	1	0306	2	 	 	 	 	 	1	01	2	1431
1	5	51062C	25	2	3	4	8	2	 	2	 	 	 	 	 	2	 	 	1520
1	5	51064E	25	1	 	3	1	1	05	1	1	3	6	1	3	1	0609	1	1020
1	5	51065F	25	1	 	1	2	2	 	1	2	3	2	1	3	2	 	 	1015
1	5	51066G	25	1	 	1	1	1	02	1	2	1	1	1	3	2	 	 	1525
1	5	51067H	25	2	3	3	6	1	0506	2	 	 	 	 	 	1	08	2	1350
1	5	51068J	25	1	 	1	1	2	 	1	2	3	3	2	3	2	 	 	1055
1	5	51070L	32	1	 	3	1	1	05	1	2	2	3	1	3	2	 	 	1550
1	5	51071M	32	2	3	4	8	1	09	2	 	 	 	 	 	1	0709	2	1015
1	5	51072N	32	1	 	1	1	1	04	1	2	1	1	2	3	2	 	 	1615
1	5	51073P	32	1	 	1	1	2	 	1	2	2	1	1	3	2	 	 	1203
1	5	51074Q	32	2	3	4	7	2	 	2	 	 	 	 	 	2	 	 	912
1	5	51075R	32	1	 	1	1	2	 	1	2	2	1	1	3	2	 	 	1715
1	5	51076S	32	1	 	1	1	1	040204	1	2	1	2	1	3	2	 	 	1330
1	5	51077T	32	2	3	4	6	1	09	2	 	 	 	 	 	2	 	 	1100
1	5	51078V	32	1	 	3	1	1	05	1	2	2	2	1	3	2	 	 	1205
1	5	51079W	32	2	3	4	2	1	09	1	2	2	3	1	3	2	 	 	1405
1	5	51080X	32	1	 	3	3	2	 	1	2	3	3	1	3	1	0106	2	1220
1	5	51081Y	33	1	 	1	1	2	 	1	2	8	5	2	3	2	 	 	1220
1	5	51082Z	33	2	2	3	6	1	09	2	 	 	 	 	 	2	 	 	1035
1	5	51083A	33	2	3	4	6	1	09	2	 	 	 	 	 	2	 	 	1500
1	5	51084B	33	1	 	1	1	1	06	1	2	4	4	1	3	1	03	2	1045
1	5	51087E	33	1	 	3	5	1	06	1	2	2	2	1	3	2	 	 	1100
1	5	51088F	33	1	 	1	1	2	 	1	2	3	2	1	3	2	 	 	1358
1	5	51089G	33	2	1	3	2	2	 	1	2	4	4	1	3	2	 	 	1405
1	5	51090H	33	1	 	3	6	1	06	2	 	 	 	 	 	2	 	 	1255
1	5	51091J	33	1	 	3	6	2	 	2	 	 	 	 	 	2	 	 	1455
1	5	51092K	33	2	3	4	8	1	06	2	 	 	 	 	 	2	 	 	1130
1	5	51093L	40	1	 	3	7	1	0609	2	 	 	 	 	 	3	 	 	1425
1	5	51094M	40	1	 	3	2	1	0609	1	2	2	6	2	3	1	09	2	1140
1	5	51095N	40	2	1	3	6	2	 	2	 	 	 	 	 	1	08	0	1545
1	5	51096P	40	1	 	1	1	2	 	1	2	2	1	1	3	2	 	 	1420
1	5	51097Q	40	1	 	3	8	1	0306	2	 	 	 	 	 	1	0406	2	1500
1	5	51098R	40	1	 	4	8	1	06	2	 	 	 	 	 	2	 	 	959
1	5	51099S	40	2	3	3	7	1	08	2	 	 	 	 	 	2	 	 	1325
1	5	51100T	40	1	 	1	1	2	 	1	2	4	1	2	3	2	 	 	1500
1	5	51101V	40	1	 	1	1	1	0408	1	2	2	1	2	3	2	 	 	1550
1	5	51102W	40	1	 	1	1	2	 	1	2	2	6	1	3	2	 	 	1230
1	5	51103X	41	2	3	4	8	1	09	2	 	 	 	 	 	2	 	 	1140
1	5	51104Y	41	2	3	4	8	1	09	2	 	 	 	 	 	2	 	 	1310
1	5	51105Z	41	2	3	3	6	1	07	2	 	 	 	 	 	2	 	 	1235
1	5	51107B	41	1	 	1	1	2	 	1	2	1	1	1	3	2	 	 	1500
1	5	51108C	41	1	 	2	4	1	0809	1	2	2	2	1	3	2	 	 	1100
1	5	51109D	41	1	 	1	1	2	 	1	2	1	1	1	3	2	 	 	1355
1	5	51110E	41	1	 	3	5	1	08	1	2	1	1	1	3	1	04	2	1400
1	5	51111F	41	1	 	1	1	2	 	1	2	6	2	1	3	2	 	 	1150
1	5	51112G	41	2	3	3	2	1	09	1	2	1	1	1	3	2	 	 	1230
1	5	51113H	48	2	3	3	2	1	0708	1	2	4	3	2	3	2	 	 	1915
1	5	51114J	48	1	 	3	6	1	0509	2	 	 	 	 	 	1	09	2	1130
1	5	51115K	48	1	 	1	1	2	 	1	2	3	2	1	2	2	 	 	1615
1	5	51116L	48	1	 	4	6	1	030604	2	 	 	 	 	 	1	08	2	1005
1	5	51117M	48	2	1	3	7	1	09	2	 	 	 	 	 	2	 	 	1620
1	5	51118N	48	1	 	1	2	2	 	1	2	1	1	1	3	2	 	 	1815
1	5	51119P	48	1	 	1	1	1	07	1	2	1	1	1	1	1	090708	1	1505
1	5	51120Q	48	1	 	3	3	1	050609	1	2	4	2	1	1	2	 	 	1345
1	5	51121R	48	2	1	4	8	1	0709	2	 	 	 	 	 	1	09	2	1705
1	5	51122S	49	1	 	3	6	1	05	2	 	 	 	 	 	1	98	2	1130
1	5	51123T	49	2	3	4	8	1	0609	2	 	 	 	 	 	2	 	 	1605
1	5	51125W	49	2	3	3	2	1	07	1	2	1	1	1	3	2	 	 	1500
1	5	51127Y	49	2	2	4	8	1	0910	2	 	 	 	 	 	2	 	 	1555
1	5	51128Z	49	1	 	1	1	2	 	1	2	2	2	1	3	1	04	1	1220
1	5	51129A	49	2	3	3	7	1	0709	2	 	 	 	 	 	1	0709	2	1510
1	5	51130B	49	1	 	1	1	2	 	1	2	1	1	1	3	2	 	 	1400
1	5	51131C	49	2	3	3	4	1	09	1	2	2	1	1	3	2	 	 	1310
1	5	51132D	49	2	3	4	5	2	 	1	1	3	2	2	1	2	 	 	1105
1	5	51133E	49	1	 	1	1	2	 	1	2	3	4	1	3	1	06	2	1300
1	5	51134F	56	1	 	1	1	2	 	1	2	1	1	1	3	2	 	 	1840
1	5	51135G	56	2	1	3	6	2	 	2	 	 	 	 	 	2	 	 	1050
1	5	51136H	56	2	1	3	2	1	02	1	2	0	 	 	3	2	 	 	1435
1	5	51137J	56	1	 	3	2	1	05	1	2	5	2	1	3	2	 	 	1645
1	5	51138K	56	2	4	4	6	2	 	2	 	 	 	 	 	2	 	 	1200
1	5	51139L	56	1	 	1	1	1	04	1	2	4	4	1	3	2	 	 	1810
1	5	51141N	57	2	3	3	7	1	07	2	 	 	 	 	 	3	 	 	1450
1	5	51142P	57	2	1	3	5	1	09	1	2	5	3	1	3	2	 	 	1245
1	5	51143Q	57	2	3	3	8	1	07	2	 	 	 	2	 	 	     1	1	45
1	5	51144R	57	1	 	3	8	1	03	2	 	 	 	 	 	2	 	 	1900
1	5	51145S	57	1	 	3	7	1	04	2	 	 	 	 	 	3	 	 	1045
1	5	51146T	57	2	3	3	8	2	 	2	 	 	 	 	 	2	 	 	1035
1	5	51147V	57	2	3	3	3	1	08	1	1	6	3	2	3	1	07	2	1849
1	5	51148W	57	2	3	4	8	2	 	2	 	 	 	 	 	2	 	 	1130
1	5	51149X	57	1	 	3	8	1	0503	2	 	 	 	 	 	1	06	2	1445
1	5	51150Y	57	2	3	4	8	1	03	2	 	 	 	 	 	1	08	2	1545
1	5	51151Z	57	2	3	4	8	1	02	2	 	 	 	 	 	2	 	 	1345
1	5	51152A	57	2	3	4	8	1	09	2	 	 	 	 	 	1	98	2	1245
1	5	51153B	64	2	3	3	1	1	07	1	2	3	4	1	3	2	 	 	1334
1	5	51154C	64	1	 	1	1	2	 	1	 	1	3	1	3	2	 	 	1148
1	5	51155D	64	2	3	3	3	1	09	1	2	6	6	4	1	1	0809	2	1616
1	5	51156E	64	1	 	1	1	2	 	1	2	4	4	1	3	2	 	1	245
1	5	51158G	64	1	 	1	1	2	 	1	2	1	2	1	3	2	 	 	1336
1	5	51159H	64	1	 	3	7	1	0306	2	 	 	 	2	 	 	     1	0	36
1	5	51160J	64	1	 	1	1	2	 	1	2	3	3	1	3	2	 	 	1704
1	5	51161K	64	2	1	4	8	1	0609	2	 	 	 	1	0	9	    21	0	26
1	5	51162L	64	1	 	3	7	 	0306	2	 	 	 	1	0	1	    21	1	55
1	5	51163M	64	1	 	1	1	2	 	1	2	6	5	1	3	1	04	1	1201
1	5	51164N	64	1	 	1	1	1	0306	1	2	1	1	1	3	1	05	1	1510
1	5	51165P	64	1	 	1	1	1	04	1	2	3	3	1	3	1	 	1	1512
1	5	51166Q	64	1	 	1	1	2	 	1	2	6	6	1	3	2	 	 	1034
1	5	51167R	64	1	 	1	1	1	04	1	2	4	4	2	3	1	04	1	1632
1	5	51168S	65	2	3	4	6	1	08	2	 	 	 	 	 	1	08	2	1405
1	5	51169T	65	1	 	3	5	1	030608	2	 	 	 	 	 	1	0506	2	1040
1	5	51170V	65	2	2	3	1	1	08	1	2	2	4	1	3	1	08	2	1055
1	5	51171W	65	1	 	2	3	1	05	1	2	3	2	1	3	1	04	1	1220
1	5	51172X	65	1	 	3	2	2	 	1	2	3	3	1	3	2	 	 	1215
1	5	51173Y	65	1	 	4	8	1	0509	2	 	 	 	 	 	1	09	2	1450
1	5	51174Z	65	1	 	1	1	2	 	1	2	3	4	1	3	1	0104	2	1115
1	5	51175A	65	1	 	3	4	1	0403	1	2	1	1	1	3	1	0605	2	1047
1	5	51176B	65	1	 	1	1	1	05	1	2	5	2	2	3	1	04	1	1000
1	5	51177C	65	1	 	1	1	2	 	1	1	3	1	1	3	1	0401	1	1126
1	5	51178D	65	1	 	1	1	2	 	1	2	2	2	1	3	2	 	 	1134
1	5	51179E	72	1	 	3	3	1	07	1	2	6	2	1	3	2	 	 	1650
1	5	51181G	72	1	 	1	1	2	 	1	2	4	3	1	3	2	 	 	1130
1	5	51182H	72	2	1	4	7	9	 	2	 	 	 	 	 	2	 	 	1115
1	5	51183J	72	1	 	3	5	1	07	1	2	6	3	1	3	2	 	 	1227
1	5	51184K	72	1	 	2	5	2	 	1	2	6	2	1	3	1	01	1	1015
1	5	51185L	72	2	2	4	7	1	02	2	 	 	 	 	 	2	 	 	948
1	5	51186M	72	1	 	1	1	1	04	1	2	7	2	1	3	2	 	 	1440
1	5	51187N	72	1	 	1	1	2	 	1	2	6	2	1	3	2	 	 	1435
1	5	51188P	72	1	 	1	3	2	 	1	2	6	2	1	3	1	04	2	1612
1	5	51189Q	72	2	1	3	3	1	0709	1	2	1	1	1	3	2	 	 	1640
1	5	51192T	73	1	 	3	8	1	0608	2	 	 	 	1	0	1	    21	4	15
1	5	51193V	73	1	 	1	2	2	 	1	2	3	2	1	3	1	04	2	1430
1	5	51194W	73	2	3	3	6	1	0708	2	 	 	 	 	2	 	 	1	15
1	5	51195X	73	2	3	3	8	1	0609	2	 	 	 	 	 	2	 	 	1308
1	5	51196Y	73	1	 	1	1	1	04	1	2	4	2	1	3	2	 	 	1145
1	5	51197Z	73	2	3	3	5	1	08	1	2	4	2	1	1	1	07	2	1220
1	5	51198A	73	1	 	4	7	1	0401	2	 	 	 	 	 	1	98	2	1045
1	5	51199B	73	1	 	1	1	1	06	1	2	4	4	1	3	2	 	 	1115
1	5	51200C	73	1	 	3	6	1	06	2	 	 	 	 	 	2	 	 	1130
1	5	51201D	73	1	 	1	1	2	 	1	2	5	4	1	3	2	 	 	1040
1	5	51202E	73	1	 	1	2	2	 	1	2	5	2	2	3	2	 	 	1323
1	5	51204G	80	2	3	4	8	2	 	2	 	 	 	 	 	1	09	2	1525
1	5	51205H	80	2	4	4	6	1	0709	2	 	 	 	 	 	2	 	 	1015
1	5	51206J	80	1	 	1	1	2	 	1	2	6	2	1	3	2	 	 	1140
1	5	51207K	80	1	 	2	3	2	 	1	2	1	1	1	3	2	 	 	1630
1	5	51208L	80	2	1	3	7	2	 	2	 	 	 	 	 	2	 	 	955
1	5	51209M	80	2	3	3	6	1	07	2	 	 	 	 	 	2	 	 	1435
1	5	51210N	80	1	 	1	1	2	 	1	2	1	1	1	3	2	 	 	1550
1	5	51211P	80	1	 	1	1	2	 	1	2	4	2	1	3	2	 	 	1150
1	5	51212Q	80	1	 	4	6	2	 	2	 	 	 	 	 	3	 	 	1020
1	5	51213R	80	1	 	2	2	1	0508	1	2	5	2	1	3	3	 	 	1025
1	5	51214S	80	2	1	1	1	1	0802	1	2	7	3	1	3	2	 	 	1250
1	5	51215T	80	1	 	1	1	2	 	1	2	1	3	1	3	2	 	 	1215
1	5	51216V	80	2	3	3	6	1	07	2	 	 	 	 	 	1	0807	2	1110
1	5	52217H	1	2	1	1	2	1	09	1	2	0	 	 	1	3	 	 	1435
1	5	52218J	1	2	1	1	0	 	 	2	 	 	 	 	 	3	 	 	1540
1	5	52219K	1	2	3	1	1	2	 	1	2	0	 	 	1	3	 	 	1340
1	5	52220L	8	2	4	4	0	 	 	2	 	 	 	 	 	3	 	 	927
1	5	52221M	8	1	 	1	2	2	 	1	2	0	 	 	1	2	 	 	958
1	5	52222N	8	1	 	1	1	2	 	1	2	0	 	 	1	1	04	2	1101
1	5	52223P	8	1	 	2	3	2	 	1	2	0	 	 	1	3	 	 	1155
1	5	52224Q	8	2	3	2	3	2	 	1	2	0	 	 	1	2	 	 	1120
1	5	52225R	9	1	 	1	2	1	0306	1	2	0	 	 	3	2	 	 	1350
1	5	52226S	9	2	3	3	3	1	08	1	2	0	 	 	1	2	 	 	1430
1	5	52227T	17	2	3	3	1	1	09	1	2	0	 	 	1	2	 	 	1420
1	5	52228V	17	2	2	2	0	 	 	2	 	 	 	 	 	3	 	 	1505
1	5	52230X	24	2	3	4	7	2	 	2	 	 	 	 	 	2	 	 	1235
1	5	52231Y	24	2	8	4	0	 	 	2	 	 	 	 	 	2	 	 	1420
1	5	52232Z	32	1	 	2	1	1	08	1	2	5	6	1	3	2	 	 	1245
1	5	52233A	32	1	 	2	1	1	0608	1	2	5	3	1	3	1	05	2	1135
1	5	52234B	32	1	 	1	4	2	 	1	2	5	3	1	3	3	 	 	1530
1	5	52236D	32	2	3	4	0	 	 	2	 	 	 	 	 	2	 	 	1445
1	5	52237E	33	2	3	4	2	1	09	1	2	4	3	1	3	1	0708	2	1230
1	5	52238F	33	2	1	3	6	1	09	2	 	 	 	 	 	2	 	 	1130
1	5	52239G	40	2	3	3	2	1	07	1	2	4	6	2	1	1	07	2	1050
1	5	52241J	40	2	3	3	0	 	 	2	 	 	 	 	 	2	 	 	1135
1	5	52242K	48	2	3	3	6	1	0708	2	 	 	 	 	 	1	0809	2	1528
1	5	52243L	48	2	3	4	6	1	0306	2	 	 	 	 	 	2	 	 	1425
1	5	52244M	64	2	3	4	8	1	09	2	 	 	 	 	 	2	 	 	1439
1	5	52245N	65	1	 	4	7	2	 	2	 	 	 	 	 	1	050608	2	1325
1	5	52246P	72	2	1	4	7	1	08	2	 	 	 	 	 	2	 	 	1045
1	5	52247Q	73	1	 	3	1	2	 	1	2	1	1	1	2	2	 	 	1050
1	5	52248R	73	2	8	4	0	 	 	2	 	 	 	 	 	2	 	 	1136
1	5	52249S	73	2	8	4	0	 	 	2	 	 	 	 	 	3	 	1	120
1	5	52250T	80	2	3	4	8	1	06	2	 	 	 	 	 	2	 	 	1355
1	5	52251V	80	1	 	4	7	1	0506	2	 	 	 	 	 	1	060401	2	1440
1	5	52253X	25	2	4	1	1	2	 	1	2	0	 	 	1	2	 	 	955
1	5	52254Y	73	2	4	4	4	1	09	1	2	0	 	 	1	2	 	 	1320
2	5	61001F	2	2	4	4	6	1	09	2	 	 	 	 	 	2	 	 	1418
2	5	61002G	2	1	 	3	3	1	0907	1	2	1	1	1	2	2	 	 	1145
2	5	61003H	2	2	4	4	8	1	09	2	 	 	 	 	 	2	 	 	1445
2	5	61005K	2	2	1	3	6	1	09	2	 	 	 	 	 	1	09	2	1340
2	5	61006L	2	1	 	2	3	2	 	1	2	3	1	1	3	2	 	 	1140
2	5	61007M	2	2	4	4	2	2	0907	1	2	1	1	1	3	2	 	 	1520
2	5	61008N	2	2	1	3	6	1	0809	2	 	 	 	 	 	2	 	 	1540
2	5	61009P	2	2	3	3	2	1	09	1	1	1	1	1	1	1	07	2	1055
2	5	61010Q	2	2	3	3	1	1	09	1	1	5	4	1	1	2	 	 	1515
2	5	61012S	2	2	3	4	6	1	09	2	 	 	 	 	 	1	09	2	1055
2	5	61013T	7	2	3	3	6	1	09	2	 	 	 	 	 	2	 	 	1524
2	5	61014V	7	2	1	3	3	1	09	1	2	6	4	2	3	2	 	 	1710
2	5	61015W	7	2	3	3	1	2	 	1	2	0	 	 	1	2	 	 	1152
2	5	61018Z	7	2	3	2	2	1	07	1	2	2	4	1	1	2	 	 	1445
2	5	61019A	7	2	3	4	8	1	0609	2	 	 	 	 	 	2	 	 	1400
2	5	61020B	7	1	 	1	1	2	 	1	2	2	1	1	3	1	01	1	1840
2	5	61021C	7	1	 	3	3	2	 	1	2	2	2	1	3	2	 	 	1246
2	5	61022D	10	2	3	4	8	1	09	2	 	 	 	 	 	2	 	 	1000
2	5	61023E	10	2	1	3	7	2	 	2	 	 	 	 	 	1	09	2	1050
2	5	61025G	10	2	3	4	8	2	 	2	 	 	 	 	 	2	 	 	1007
2	5	61026H	10	2	2	3	5	1	09	1	2	3	3	1	3	2	 	 	1116
2	5	61027J	10	2	3	3	1	1	09	1	2	3	4	1	1	2	 	 	1455
2	5	61028K	10	2	2	3	4	1	08	1	2	3	2	1	3	2	 	 	1038
2	5	61029L	10	1	 	3	5	2	 	1	0	 	 	 	0	2	 	 	1212
2	5	61030M	10	1	 	3	1	1	04	1	2	5	3	1	3	2	 	 	1605
2	5	61031N	15	2	3	4	8	1	09	2	 	 	 	 	 	2	 	 	1608
2	5	61032P	15	2	3	4	6	1	08	2	 	 	 	 	 	1	09	2	1355
2	5	61033Q	15	2	3	3	6	1	09	2	 	 	 	 	 	2	 	 	958
2	5	61034R	15	2	3	4	7	1	09	2	 	 	 	 	 	2	 	 	1147
2	5	61035S	15	1	 	1	1	1	020608	1	2	3	4	1	3	2	 	 	1602
2	5	61036T	15	1	 	1	1	2	 	1	2	2	4	2	3	1	01	2	1515
2	5	61037V	15	2	3	3	7	1	09	2	 	 	 	 	 	1	09	2	1046
2	5	61038W	15	2	4	3	1	1	08	1	2	5	4	1	3	2	 	 	1447
2	5	61039X	15	1	 	1	1	2	 	1	2	3	4	1	1	1	05	2	1101
2	5	61040Y	15	1	 	2	4	1	0109	1	2	8	2	2	1	2	 	 	1715
2	5	61041Z	18	2	3	3	8	1	09	2	 	 	 	 	 	2	 	 	1010
2	5	61042A	18	2	3	3	2	1	09	1	2	2	6	2	3	2	 	 	1646
2	5	61043B	18	2	3	3	6	1	09	2	 	 	 	 	 	2	 	 	1504
2	5	61044C	18	2	3	3	7	1	0709	2	 	1	1	1	3	2	 	 	1210
2	5	61045D	18	2	3	3	8	1	0609	2	 	 	 	 	 	2	 	 	1412
2	5	61047F	18	1	 	3	4	1	0609	1	2	2	1	1	3	1	0609	2	1034
2	5	61049H	18	1	 	1	1	2	 	1	2	4	2	1	2	2	 	 	1019
2	5	61050J	18	2	3	3	5	1	0709	1	2	0	 	 	3	2	 	 	1125
2	5	61051K	18	2	2	3	7	1	0609	2	 	 	 	 	 	2	 	 	1224
2	5	61052L	18	1	 	2	1	1	0305	1	2	3	2	1	3	2	 	 	1130
2	5	61053M	23	2	3	4	7	2	 	2	 	 	 	 	 	2	 	 	1140
2	5	61054N	23	2	1	4	7	1	08	2	 	 	 	 	 	2	 	 	1230
2	5	61056Q	23	2	3	3	2	1	09	1	2	7	3	2	3	1	09	2	1230
2	5	61057R	23	2	3	3	4	1	09	1	2	3	4	2	1	2	 	 	1710
2	5	61058S	23	2	1	2	2	2	 	1	2	1	1	1	3	2	 	 	1135
2	5	61059T	23	1	 	1	1	1	04	1	2	4	4	1	3	2	 	 	1505
2	5	61061W	23	1	 	3	7	1	09	2	 	 	 	 	 	1	06	2	1600
2	5	61063Y	26	2	2	3	4	1	09	1	2	3	2	2	3	1	09	2	1110
2	5	61064Z	26	2	2	3	8	1	02	2	 	 	 	 	 	1	09	2	1020
2	5	61067C	26	1	 	2	2	2	 	1	2	3	2	1	3	2	 	 	1130
2	5	61068D	26	1	 	3	1	1	0306	1	1	2	2	1	3	2	 	 	1225
2	5	61069E	26	1	 	4	8	1	06	2	 	 	 	 	 	1	06	2	1025
2	5	61070F	26	1	 	3	4	1	02	1	2	2	3	1	1	1	06	2	1155
2	5	61071G	26	1	 	1	2	2	 	1	2	4	2	2	1	1	03	1	1309
2	5	61072H	26	2	3	3	7	1	07	2	 	 	 	 	 	2	 	 	1105
2	5	61073J	31	2	3	3	6	1	0709	2	 	 	 	 	 	2	 	 	1221
2	5	61074K	31	2	4	4	7	1	08	2	 	 	 	 	 	2	 	 	1207
2	5	61076M	31	1	 	3	2	1	0305	1	1	0	 	 	1	1	04	2	1350
2	5	61077N	31	2	3	4	8	1	0708	2	 	 	 	 	 	1	09	2	1122
2	5	61078P	31	2	1	4	0	 	 	2	 	 	 	 	 	1	09	2	1630
2	5	61080R	31	1	 	1	1	2	 	1	2	5	2	1	3	1	04	1	1630
2	5	61081S	31	1	 	1	1	1	09	1	2	4	2	1	3	2	 	2	1511
2	5	61083V	34	2	4	3	4	1	09	1	2	6	3	3	1	1	07	2	1100
2	5	61084W	34	2	3	4	0	 	 	2	 	 	 	 	 	2	07	2	1430
2	5	61085X	34	2	3	4	8	1	0205	2	 	 	 	 	 	2	09	2	1135
2	5	61086Y	34	1	 	1	1	2	 	1	2	5	2	1	3	1	05	2	1630
2	5	61087Z	34	1	 	1	1	2	 	1	2	3	1	1	3	2	 	 	1317
2	5	61088A	34	1	 	4	8	2	 	2	 	 	 	 	 	1	06	2	1525
2	5	61089B	34	2	1	3	8	1	07	2	 	 	 	 	 	2	 	 	1215
2	5	61090C	39	2	4	2	1	1	98	1	2	3	3	2	1	2	 	 	1112
2	5	61091D	39	2	3	4	8	1	09	2	 	 	 	 	 	2	 	 	937
2	5	61092E	39	2	4	4	8	2	06	2	 	 	 	 	 	2	 	 	1320
2	5	61094G	39	2	3	3	4	1	07	1	2	5	3	2	1	2	 	 	1440
2	5	61095H	39	2	3	3	3	1	09	1	2	5	3	1	3	2	 	 	1310
2	5	61096J	39	2	3	4	6	1	09	2	 	 	 	 	 	1	09	2	1550
2	5	61098L	39	1	 	2	3	1	05	1	2	4	2	1	3	1	050406	2	1218
2	5	61101P	42	2	3	4	6	2	 	2	 	 	 	 	 	2	 	 	1015
2	5	61102Q	42	1	 	4	8	0	 	2	 	 	 	 	 	3	 	 	1105
2	5	61103R	42	1	 	4	0	 	 	2	 	 	 	 	 	1	06	2	1220
2	5	61104S	42	1	 	2	2	2	 	1	2	2	1	1	3	2	 	 	1150
2	5	61105T	42	2	3	3	6	1	09	2	 	 	 	 	 	1	09	2	1530
2	5	61106V	47	2	1	3	1	1	09	1	2	2	2	1	3	2	 	 	1010
2	5	61107W	47	1	 	2	3	2	 	1	2	6	3	2	3	1	11	2	1450
2	5	61110Z	47	1	 	4	8	1	06	2	 	 	 	 	 	1	05	2	1540
2	5	61112B	47	1	 	3	3	1	0709	1	2	5	4	1	1	2	 	 	1250
2	5	61113C	47	1	 	1	2	2	 	1	2	1	2	1	3	1	01	1	1310
