wave	rownum	serial	area	lr8dist	lr8mes	lr7dist	lr7mes	lr6dist	lr6mes	lr5dist	lr5mes	lr4dist	lr4mes	lr3dist	lr3mes	lr2dist	lr2mes	lr1dist	lr1mes	ll1mes	ll1dist	ll2mes	ll2dist	ll3mes	ll3dist	ll4mes	ll4dist	ll5mes	ll5dist	ll6mes	ll6dist	ll7mes	ll7dist	ll8mes	ll8dist
1	37	51016C	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51017D	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51018E	8	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51020G	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51021H	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51023K	9	-	-	0	0	-	-	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	-	-	-	-	-	-	0	0	0	0
1	37	51024L	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51025M	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51026N	9	0	0	-	-	-	-	-	-	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	-	-	0	0
1	37	51027P	9	-	-	-	-	-	-	-	-	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	-	-	-	-	-	-	-	-
1	37	51028Q	9	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51029R	16	-	-	-	-	-	-	-	-	-	-	1	0	1	1	1	0	1	1	1	2	0	0	-	-	1	0	-	-	-	-	-	-
1	37	51030S	16	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51031T	16	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51034X	16	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51035Y	16	-	-	-	-	0	2	-	-	3	3	1	1	1	1	3	4	3	3	2	2	1	1	1	1	1	1	-	-	-	-	4	2
1	37	51036Z	16	0	0	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	1	1	1	-	-	-	-	-	-	-	-
1	37	51037A	16	-	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	3	3	4	-	-	4	3	3	4
1	37	51038B	16	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51039C	16	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51040D	17	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51041E	17	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51042F	17	-	-	1	1	-	-	2	2	1	2	1	1	1	2	-	-	2	2	2	2	2	2	-	-	-	-	-	-	-	-	-	-
1	37	51043G	17	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51044H	17	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51045J	17	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	-	-	-	-	-	-
1	37	51046K	17	-	-	-	-	-	-	0	1	1	1	1	2	-	-	-	-	-	-	-	-	1	0	1	1	1	1	-	-	-	-	-	-
1	37	51047L	17	-	-	-	-	-	-	-	-	-	-	9	9	-	-	-	-	-	-	-	-	9	9	-	-	-	-	-	-	9	9	-	-
1	37	51049N	17	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51050P	17	1	2	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	3	2	-	-
1	37	51051Q	24	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51052R	24	-	-	2	2	-	-	-	-	2	2	0	0	1	0	0	0	0	0	0	1	0	0	-	-	-	-	-	-	0	9	-	-
1	37	51053S	24	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51054T	24	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51055V	24	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51056W	24	-	-	-	-	-	-	-	-	-	-	0	0	0	0	1	2	2	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-
1	37	51057X	24	1	1	1	1	1	1	-	-	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	-	-	-	-	1	2	1	2
1	37	51058Y	25	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	2	2	-	-	-	-	-	-
1	37	51059Z	25	-	-	-	-	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	-	-
1	37	51060A	25	-	-	-	-	-	-	-	-	2	1	1	2	2	3	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-
1	37	51061B	25	-	-	-	-	-	-	-	-	0	0	2	2	2	3	-	-	3	3	3	3	2	2	2	2	-	-	-	-	-	-	-	-
1	37	51062C	25	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51064E	25	-	-	-	-	-	-	-	-	-	-	1	2	2	2	-	-	-	-	2	2	2	3	-	-	2	1	-	-	-	-	-	-
1	37	51065F	25	-	-	1	1	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	-	-	-	-	1	1	1	1
1	37	51066G	25	1	1	-	-	-	-	1	1	-	-	-	-	1	1	1	1	1	0	-	-	0	0	1	1	-	-	-	-	-	-	-	-
1	37	51067H	25	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51068J	25	-	-	0	0	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-
1	37	51070L	32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	0	0	0	0	0	0	0	0	0
1	37	51071M	32	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51072N	32	-	-	-	-	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-
1	37	51073P	32	-	-	1	2	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	-	-	-	-	1	1	-	-
1	37	51074Q	32	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51075R	32	-	-	-	-	1	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	1	1	-	-	-	-	-	-
1	37	51076S	32	-	-	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	-	-
1	37	51077T	32	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51078V	32	-	-	0	1	-	-	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	-	-	1	1	-	-
1	37	51079W	32	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51080X	32	-	-	-	-	-	-	2	2	2	2	1	1	1	1	1	1	1	1	0	1	1	1	2	2	1	2	-	-	-	-	-	-
1	37	51081Y	33	0	0	0	1	-	-	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	1
1	37	51082Z	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51083A	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51084B	33	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	37	51087E	33	-	-	-	-	-	-	-	-	-	-	1	1	2	1	1	1	1	1	1	2	1	1	-	-	-	-	-	-	-	-	-	-
1	37	51088F	33	-	-	0	0	-	-	-	-	1	1	1	1	1	1	1	2	2	2	2	2	1	1	0	1	-	-	-	-	0	1	-	-
1	37	51089G	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51090H	33	-	-	-	-	-	-	1	1	0	1	1	2	1	3	1	2	1	1	2	2	2	2	-	-	1	1	-	-	0	0	-	-
1	37	51091J	33	-	-	-	-	-	-	-	-	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	-	-	-	-	0	0	-	-
1	37	51092K	33	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51093L	40	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51094M	40	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-
1	37	51095N	40	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51096P	40	-	-	1	2	-	-	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	2	-	-	-	-	2	2
1	37	51097Q	40	-	-	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	1	1	-	-
1	37	51098R	40	1	1	1	1	-	-	-	-	-	-	1	1	1	0	-	-	0	0	0	0	1	1	1	1	1	1	-	-	-	-	1	2
1	37	51099S	40	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51100T	40	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	-	-	-	-	-	-	-	-	-	-	-	-	0	1	-	-
1	37	51101V	40	0	1	-	-	1	1	-	-	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	-	-	1	0
1	37	51102W	40	-	-	-	-	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-	-	-	-	-	-	-	-
1	37	51103X	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51104Y	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51105Z	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51107B	41	-	-	0	0	0	0	0	1	1	1	1	2	1	2	-	-	-	-	-	-	0	2	-	-	0	0	0	1	0	1	-	-
1	37	51108C	41	1	2	-	-	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	3	-	-	-	-	0	0
1	37	51109D	41	-	-	1	1	-	-	-	-	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	1	-	-	-	-	1	1	-	-
1	37	51110E	41	-	-	-	-	-	-	-	-	-	-	0	2	0	1	0	2	0	2	0	2	0	2	-	-	-	-	-	-	-	-	-	-
1	37	51111F	41	-	-	-	-	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-	-	0	1	-	-
1	37	51112G	41	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51113H	48	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51114J	48	-	-	1	1	-	-	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	-	-	-	-	1	1
1	37	51115K	48	-	-	-	-	-	-	-	-	2	1	0	0	0	0	0	0	0	1	0	0	1	1	-	-	-	-	-	-	-	-	-	-
1	37	51116L	48	-	-	-	-	-	-	1	1	1	0	0	0	1	1	1	1	9	1	0	1	0	0	1	1	0	1	-	-	-	-	-	-
1	37	51117M	48	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51118N	48	-	-	2	2	-	-	-	-	2	1	1	1	0	0	0	0	0	1	0	0	0	0	1	2	2	2	-	-	2	2	-	-
1	37	51119P	48	-	-	-	-	-	-	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	-	-	-	-	-	-
1	37	51120Q	48	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	-	-	-	-	-	-	-	-	-	-
1	37	51121R	48	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51122S	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51123T	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51125W	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51127Y	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51128Z	49	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2
1	37	51129A	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51130B	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51131C	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51132D	49	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51133E	49	-	-	-	-	-	-	-	-	-	-	0	0	0	0	1	1	1	1	0	0	0	0	-	-	-	-	-	-	-	-	-	-
1	37	51134F	56	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-
1	37	51135G	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51136H	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51137J	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51138K	56	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51139L	56	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	-	-	2	2	2	2
1	37	51141N	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51142P	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51143Q	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51144R	57	-	-	-	-	-	-	1	1	-	-	1	0	0	1	1	0	0	0	0	1	1	1	-	-	1	1	-	-	-	-	-	-
1	37	51145S	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51146T	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51147V	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51148W	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51149X	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51150Y	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51151Z	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51152A	57	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51153B	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51154C	64	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	2	2	2	2	2	3	-	-	-	-	-	-
1	37	51155D	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51156E	64	0	1	-	-	-	-	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	2	-	-	-	-	-	-
1	37	51158G	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51159H	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51160J	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51161K	64	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51162L	64	2	2	3	3	4	3	-	-	-	-	4	4	-	-	-	-	-	-	-	-	3	4	3	3	3	4	-	-	-	-	-	-
1	37	51163M	64	-	-	-	-	-	-	-	-	-	-	1	1	0	0	0	1	0	0	0	0	1	1	1	1	-	-	-	-	-	-	-	-
1	37	51164N	64	-	-	-	-	1	0	-	-	1	0	-	-	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	-	-	-	-
1	37	51165P	64	9	9	1	1	1	1	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	-	-	1	1	2	1	1	1
1	37	51166Q	64	-	-	-	-	-	-	-	-	1	1	0	1	1	1	1	1	1	2	2	1	1	1	1	1	-	-	-	-	1	1	-	-
1	37	51167R	64	-	-	0	0	-	-	-	-	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	-	-	-	-	-	-
1	37	51168S	65	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51169T	65	-	-	-	-	-	-	-	-	3	3	3	3	2	3	-	-	-	-	-	-	2	2	3	3	-	-	-	-	-	-	-	-
1	37	51170V	65	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51171W	65	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	37	51172X	65	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51173Y	65	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51174Z	65	-	-	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	-	-
1	37	51175A	65	-	-	-	-	0	0	-	-	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	-	-	-	-	-	-	4	4
1	37	51176B	65	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51177C	65	-	-	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-	-	-	-
1	37	51178D	65	-	-	1	1	1	1	0	0	-	-	1	1	1	1	-	-	-	-	-	-	1	2	-	-	-	-	-	-	-	-	1	1
1	37	51179E	72	2	1	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	37	51181G	72	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
1	37	51182H	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51183J	72	-	-	-	-	-	-	-	-	-	-	3	3	-	-	-	-	-	-	-	-	3	3	-	-	-	-	-	-	-	-	-	-
1	37	51184K	72	-	-	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1	37	51185L	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51186M	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51187N	72	-	-	1	0	9	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	-	-	-	-	-	-
1	37	51188P	72	1	1	1	1	-	-	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	-	-
1	37	51189Q	72	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51192T	73	2	2	-	-	-	-	1	1	1	1	3	3	2	2	3	3	3	3	3	3	1	0	1	1	2	2	-	-	-	-	1	1
1	37	51193V	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51194W	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51195X	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51196Y	73	1	1	-	-	-	-	-	-	1	1	0	0	0	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	-	-	-	-
1	37	51197Z	73	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	51198A	73	-	-	2	1	1	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
1	37	51199B	73	-	-	-	-	-	-	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	-	-	-	-	-	-
1	37	51200C	73	-	-	-	-	-	-	-	-	-	-	2	1	1	1	1	1	2	0	1	0	1	1	1	1	2	3	-	-	-	-	-	-
1	37	51201D	73	-	-	1	1	-	-	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	-	-	1	1	-	-
1	37	51202E	73	-	-	1	1	-	-	-	-	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	-	-	1	1	1	2	-	-
1	37	51204G	80	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
