wave	rownum	serial	area	lr7	lr6	lr5	lr4	lr3	lr2	lr1	ll1	ll2	ll3	ll4	ll5	ll6	ll7
4	29	81030B	12	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81032D	13	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81033E	13	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81034F	13	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81037J	13	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81038K	13	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81039L	13	1	1	1	1	1	0	0	0	0	0	1	1	1	0
4	29	81041N	13	1	1	0	0	0	0	0	0	0	0	0	1	1	1
4	29	81042P	20	1	1	1	0	0	0	0	0	0	0	0	1	1	1
4	29	81043Q	20	1	1	0	1	0	0	0	0	0	0	0	1	0	1
4	29	81044R	20	0	1	1	0	0	0	0	0	0	0	0	1	1	0
4	29	81045S	20	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81046T	20	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81047V	21	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81048W	21	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81049X	21	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81050Y	21	1	1	1	1	0	0	0	0	0	0	0	1	1	1
4	29	81051Z	21	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81055D	21	0	1	0	0	0	0	0	0	0	0	0	0	0	1
4	29	81056E	21	2	2	2	2	2	0	2	0	0	0	2	2	2	2
4	29	81057F	21	0	0	1	0	0	0	0	0	0	0	1	0	1	0
4	29	81058G	21	0	0	0	1	0	0	0	0	0	0	1	0	0	0
4	29	81059H	21	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81060J	21	1	1	0	1	0	0	0	0	0	0	0	0	1	1
4	29	81061K	21	1	1	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81062L	21	2	2	2	0	0	0	0	0	0	0	2	2	2	2
4	29	81063M	21	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81065P	28	0	1	1	0	0	0	0	0	0	0	0	1	1	0
4	29	81066Q	28	2	2	2	0	0	0	2	2	0	0	0	0	0	0
4	29	81067R	28	0	0	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81068S	28	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81069T	28	1	1	1	0	0	0	0	0	0	0	0	0	1	0
4	29	81070V	28	1	1	0	1	0	0	0	0	0	0	0	0	1	1
4	29	81071W	28	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81072X	29	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81073Y	29	1	1	1	0	0	0	0	0	0	0	0	0	0	0
4	29	81074Z	29	2	2	2	0	0	2	2	2	2	0	2	2	2	2
4	29	81075A	29	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81076B	29	0	1	0	0	0	0	0	0	0	0	0	1	0	0
4	29	81077C	29	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81078D	29	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81079E	36	2	2	2	2	0	0	2	0	0	0	2	2	2	2
4	29	81080F	36	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81081G	36	1	1	0	0	0	0	0	0	0	0	0	0	0	1
4	29	81083J	36	1	0	0	0	0	0	0	0	0	0	0	1	0	0
4	29	81084K	36	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81085L	36	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81086M	36	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	29	81087N	36	2	2	2	2	0	0	0	0	0	0	0	2	2	2
4	29	81088P	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81089Q	36	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81090R	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81091S	37	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81092T	37	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81093V	37	1	1	1	0	1	1	1	1	1	0	1	1	1	1
4	29	81094W	37	2	2	2	2	2	2	2	2	2	0	2	2	2	2
4	29	81095X	37	1	1	0	0	0	0	0	0	0	0	0	0	1	0
4	29	81096Y	37	2	2	2	2	0	2	2	2	2	0	2	2	2	2
4	29	81097Z	37	2	0	2	2	2	2	0	0	0	0	0	0	2	2
4	29	81098A	37	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	29	81100C	44	0	0	0	0	0	0	0	0	0	0	0	1	1	0
4	29	81101D	44	1	1	1	1	0	0	0	0	0	0	0	0	1	0
4	29	81102E	44	0	0	0	0	0	1	1	1	0	0	0	0	1	1
4	29	81103F	44	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81104G	44	2	2	2	0	0	2	0	0	2	2	0	2	2	2
4	29	81105H	44	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81106J	44	2	2	1	0	0	0	2	2	2	2	0	1	2	2
4	29	81107K	44	0	1	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81108L	44	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4	29	81109M	44	0	1	0	0	0	0	0	0	0	0	0	1	1	0
4	29	81110N	44	1	1	1	0	0	0	0	0	0	0	0	1	1	1
4	29	81111P	44	1	1	1	0	0	0	0	0	0	0	0	1	1	1
4	29	81112Q	44	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81113R	45	1	1	1	0	0	0	0	0	0	1	0	1	1	1
4	29	81114S	45	0	1	0	0	0	0	0	0	0	0	0	1	1	1
4	29	81115T	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81116V	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81118X	45	2	2	2	2	0	0	0	0	0	2	2	2	2	2
4	29	81119Y	45	1	1	0	0	1	1	1	1	1	1	1	0	0	1
4	29	81120Z	45	2	2	2	0	0	0	0	0	0	0	0	2	2	2
4	29	81121A	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81122B	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81123C	45	0	1	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81124D	45	0	2	2	2	0	0	0	0	0	0	2	2	2	2
4	29	81125E	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81126F	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81127G	45	2	2	2	0	0	2	2	2	2	0	2	2	2	2
4	29	81128H	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81129J	45	 	 	 	0	0	0	0	0	0	0	0	0	0	0
4	29	81130K	45	0	1	0	0	0	0	0	0	0	0	0	1	0	0
4	29	81131L	52	2	2	0	0	0	2	2	2	2	0	0	2	0	0
4	29	81133N	52	2	2	2	2	0	0	0	0	0	0	2	2	2	2
4	29	81134P	52	0	1	0	0	0	0	0	0	0	0	0	0	0	1
4	29	81135Q	52	1	0	1	0	0	0	0	0	0	0	0	1	1	0
4	29	81137S	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81138T	52	2	2	0	2	0	0	0	0	2	2	2	2	2	2
4	29	81139V	52	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81141X	53	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81142Y	53	1	1	1	1	0	0	0	0	0	0	1	1	1	1
4	29	81143Z	53	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4	29	81144A	53	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81145B	53	1	2	2	0	0	0	0	0	0	0	0	2	0	1
4	29	81146C	53	1	1	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81148E	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81149F	53	1	0	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81150G	53	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81151H	53	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81152J	60	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81153K	60	1	1	1	0	0	1	0	0	0	1	1	1	1	1
4	29	81155M	60	2	2	2	0	0	2	2	2	2	0	1	2	2	2
4	29	81156N	60	0	1	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81158Q	60	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81160S	60	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81161T	60	2	2	2	0	0	0	0	0	0	0	2	2	2	2
4	29	81162V	61	1	1	0	0	0	0	0	0	0	0	0	1	0	1
4	29	81163W	61	1	1	1	1	1	0	0	0	0	0	0	0	1	1
4	29	81165Y	61	1	1	1	1	0	0	0	0	0	0	0	1	1	1
4	29	81166Z	61	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81167A	61	1	0	0	1	0	0	0	0	0	1	0	1	1	1
4	29	81168B	61	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81170D	61	1	0	0	0	0	0	1	0	0	0	0	0	0	0
4	29	81171E	61	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81172F	68	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81173G	68	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81174H	68	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81175J	68	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81176K	68	1	1	1	1	0	0	0	0	0	0	0	1	1	1
4	29	81177L	68	2	2	2	2	2	2	2	2	2	2	2	2	2	2
4	29	81178M	68	1	1	1	0	0	0	0	0	0	0	0	1	1	1
4	29	81179N	68	1	1	0	0	0	0	0	0	0	0	0	1	1	1
4	29	81180P	69	0	1	1	0	0	0	0	0	0	0	0	1	1	1
4	29	81181Q	69	1	2	2	0	0	2	2	2	2	0	0	0	2	1
4	29	81183S	69	2	2	2	0	0	0	0	0	0	0	2	2	2	2
4	29	81184T	69	1	1	0	0	0	0	0	0	0	0	1	0	1	1
4	29	81186W	69	1	1	0	0	0	0	0	0	0	0	0	1	1	1
4	29	81187X	69	1	1	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81188Y	69	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81189Z	69	2	2	2	0	0	2	2	2	2	0	2	2	2	2
4	29	81190A	76	2	2	2	0	0	0	0	0	0	0	2	2	2	2
4	29	81191B	76	2	2	2	2	0	2	2	2	2	2	2	2	2	2
4	29	81192C	76	2	2	2	2	0	0	0	0	0	0	2	2	2	2
4	29	81193D	76	0	0	0	0	0	0	0	1	0	0	0	0	1	1
4	29	81194E	76	2	0	0	0	0	2	2	0	0	0	0	0	0	2
4	29	81195F	76	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81196G	76	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81197H	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81198J	76	0	1	0	1	0	0	0	0	0	0	0	0	1	1
4	29	81200L	76	0	0	0	0	0	0	0	0	0	0	0	0	1	0
4	29	81201M	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4	29	81202N	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81203P	77	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81204Q	77	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81205R	77	1	1	0	0	0	0	0	0	0	0	0	0	1	1
4	29	81206S	77	1	1	0	0	0	0	1	0	0	0	0	0	1	1
4	29	81207T	77	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81208V	77	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81209W	77	2	2	0	0	0	2	0	0	2	0	2	2	2	2
4	29	81210X	77	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81211Y	77	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81212Z	77	1	1	1	0	0	0	0	0	0	0	0	0	1	0
4	29	81213A	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81214B	77	2	2	2	2	2	0	0	0	0	0	2	2	2	2
4	29	81276T	37	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81277V	36	2	2	0	0	0	0	0	0	0	0	0	2	2	0
4	29	81278W	52	0	0	0	1	1	0	0	0	0	0	0	1	1	1
4	29	81280Y	77	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81281Z	36	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81283B	20	0	1	1	0	0	0	0	0	0	0	0	1	0	1
4	29	81284C	21	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81286E	12	1	1	1	1	0	0	0	0	0	0	1	1	1	1
4	29	81287F	44	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81288G	20	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81292L	4	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	81293M	28	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82215P	4	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82216Q	4	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82218S	4	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82219T	5	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82220V	12	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82221W	12	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82222X	12	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82223Y	12	0	1	0	0	0	0	0	0	1	0	0	0	1	0
4	29	82226B	20	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82227C	20	1	1	1	0	0	0	1	1	0	0	1	1	1	1
4	29	82228D	21	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82229E	21	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82230F	28	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82231G	29	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82232H	29	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82233J	37	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82234K	37	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82235L	37	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82236M	37	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82237N	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82238P	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82239Q	45	1	1	1	1	0	1	1	1	1	0	1	1	1	1
4	29	82240R	45	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82241S	52	1	1	0	1	0	1	1	1	1	0	0	1	0	1
4	29	82242T	52	1	1	1	1	0	1	0	0	0	0	0	0	1	1
4	29	82243V	60	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82244W	60	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82245X	60	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82246Y	60	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82247Z	61	1	1	0	0	0	1	1	1	1	0	1	1	1	0
4	29	82248A	61	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82249B	61	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82250C	61	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82251D	69	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82252E	69	1	1	1	0	0	0	1	1	0	1	0	0	1	1
4	29	82253F	76	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82254G	77	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82255H	77	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82256J	77	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82257K	77	0	1	1	1	1	1	1	1	1	0	0	1	1	0
4	29	82258L	77	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82259M	77	 	0	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82260N	77	1	1	1	1	0	0	0	0	0	0	1	1	1	1
4	29	82261P	13	0	1	0	0	0	0	0	0	0	0	0	1	0	1
4	29	82263R	21	0	1	1	1	0	0	0	0	1	0	0	0	0	1
4	29	82265T	21	2	2	2	2	0	0	2	2	2	2	2	2	2	2
4	29	82266V	36	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82267W	36	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82268X	77	1	1	0	0	0	0	0	0	0	0	0	1	1	1
4	29	82269Y	13	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82270Z	13	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82271A	13	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82272B	21	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82273C	21	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82274D	44	1	1	1	0	0	0	1	0	0	0	1	1	1	1
4	29	82275E	77	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82290W	68	 	 	0	0	0	0	0	0	0	0	0	0	0	0
4	29	82291X	68	 	0	0	0	0	0	0	0	0	0	0	0	0	0
